,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
2430,4,H06,5,30,2016,4,IAR,MTH,CHAN,455,151,23.4,463,3.329412,3.752941,3.503454,3.663379,0.8705882,1.717647,1.232995,1.208562,4.115353,3.5623,0.18642,0.05233,0.35299,1.25745,0.34854,0.27718,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2431,4,H07,5,30,2016,4,IAR,MTH,CHAN,455,151,23.4,463,4.6,3.458824,3.870642,4.264767,1.658824,1.094118,1.20357,1.72364,4.01944,4.04856,0.49338,0.12187,0.35075,1.42004,0.31742,0.22353,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2432,4,H08,5,30,2016,4,IAR,MTH,CHAN,455,151,23.4,463,2.470588,3.011765,2.789129,3.719769,1.305882,1.329412,1.165716,1.840002,4.403172,2.99781,0.53007,0.17682,0.47043,1.41025,0.29547,0.20952,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2433,4,H09,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,4.4,2.541176,3.032854,3.46522,1.247059,1.352941,1.164765,1.866106,4.138016,3.35981,0.78955,0.235,0.41899,1.40772,0.31515,0.22387,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2434,4,H10,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.505882,1.729412,2.684854,2.289558,1.282353,1,1.295454,1.256843,4.136075,2.55243,0.74679,0.29258,0.47353,1.20866,0.14003,0.11585,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2435,4,H11,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.188235,2.623529,2.605424,3.312658,1.447059,1.764706,1.542792,2.047532,4.261677,2.93246,0.37075,0.12643,0.5799,1.70052,0.26687,0.15693,8,C,N,N,Y,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2436,4,H12,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,2.623529,3.047059,2.837734,2.939976,1.658824,1.247059,1.602766,1.234005,0,2.86207,0.18054,0.06308,0.50162,1.43566,0.22654,0.15779,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2437,5,A01,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.511925,2.321429,3.02882,2.470604,1.571429,1.130952,1.286596,1.33869,4.008157,2.83319,0.54538,0.1925,0.47011,1.33192,0.18244,0.13698,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2438,5,A02,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,4.285731,4.297619,4.355663,4.35989,1.690476,1.511905,1.62573,1.484997,0,4.32473,0.03851,0.0089,0.36494,1.57828,0.09652,0.06115,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2439,5,A03,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3,3.178571,2.926369,3.062325,1.404762,1.345238,1.393264,1.355314,0,3.04182,0.10677,0.0351,0.45192,1.37464,0.02882,0.02097,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2440,5,A04,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,2.702381,3.702381,3.397032,3.642818,1.166667,1.702381,1.507963,1.361782,4.13957,3.36115,0.45864,0.13645,0.42685,1.4347,0.2267,0.15801,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2441,5,A05,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.654762,3.630952,3.923337,3.553008,1.773849,1.119048,1.391024,1.393264,0,3.69051,0.16118,0.04368,0.38458,1.4193,0.26916,0.18964,1,C,N,N,Y,WEIRD YOLK,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2442,5,A06,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.738114,3.702381,3.889124,3.155301,2.142857,2.047619,2.180392,2.093513,4.398464,3.62123,0.32099,0.08864,0.58436,2.1161,0.05788,0.02735,7,C,N,N,Y,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2443,5,A07,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.89293,3.785714,3.729916,3.995214,1.428571,1.642857,1.593683,1.574762,0,3.85094,0.11759,0.03053,0.40509,1.55997,0.09218,0.05909,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2444,5,A08,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,2.821429,3.119048,2.755843,2.541548,1.309524,1.714286,1.457641,1.961976,4.142218,2.80947,0.2385,0.08489,0.57337,1.61086,0.28767,0.17858,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2445,5,A09,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.083333,3.333333,2.571484,3.652105,1.952381,1.202381,1.695165,1.460021,0,3.16006,0.45623,0.14437,0.49919,1.57749,0.32088,0.20341,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2446,5,A10,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.976208,4.178571,3.964929,4.368529,1.702381,1.892857,1.72734,1.884001,0,4.12206,0.1914,0.04643,0.43707,1.80164,0.10079,0.05594,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2447,5,A11,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.488095,2.238095,2.764828,2.976786,1.916667,1.952381,1.953034,1.827177,0,2.86695,0.51761,0.18055,0.66702,1.91231,0.05925,0.03098,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2448,5,A12,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.511905,4.380952,4.081459,3.915201,1.071429,1.761905,1.390821,1.292366,4.19033,3.97238,0.36246,0.09125,0.34718,1.37913,0.28802,0.20884,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2449,5,B01,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.285736,3.75,3.908625,3.317159,1.321429,1.630952,1.726683,1.312605,3.887446,3.56538,0.31183,0.08746,0.42013,1.49792,0.21254,0.14189,8,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2450,5,B02,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.178571,2.75,3.209719,3.274654,1.27381,1.190476,1.692026,1.070701,3.989878,3.10324,0.23887,0.07697,0.42109,1.30675,0.27004,0.20665,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2451,5,B03,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.857161,3.857143,3.651503,4.126026,1.404762,1.452381,1.49285,1.447885,0,3.87296,0.19458,0.05024,0.37425,1.44947,0.03602,0.02485,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2452,5,B04,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.464368,3.488095,3.376863,3.235293,2.107143,1.654762,2.11416,1.72619,0,3.39115,0.11439,0.03373,0.56045,1.90056,0.24435,0.12857,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2453,5,B05,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,4.166667,4.035714,4.158768,4.285136,1.702381,1.72619,1.72816,1.667729,0,4.16157,0.10189,0.02448,0.40997,1.70612,0.02814,0.0165,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2454,5,B06,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.880971,3.535714,3.470192,4.382796,1.702381,2.047619,1.567184,1.803404,0,3.81742,0.41778,0.10944,0.46632,1.78015,0.20288,0.11397,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2455,5,B07,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.190498,3.369069,5.481002,2.719007,1.833333,1.666667,1.818469,2.00354,0,3.68989,1.22516,0.33203,0.49609,1.8305,0.13776,0.07526,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2456,5,B08,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.797619,4.452381,3.912757,4.360784,1.488095,1.72619,1.498488,1.592793,0,4.13089,0.32396,0.07842,0.38161,1.57639,0.11041,0.07004,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2457,5,B09,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.761905,3.928571,3.690591,3.943191,1.869048,1.666667,1.828263,1.760336,0,3.83106,0.12463,0.03253,0.4649,1.78108,0.08848,0.04968,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2458,5,B10,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,4.071429,4.607143,4.233896,4.533527,1.809524,1.464286,1.938759,1.559706,0,4.3615,0.2519,0.05775,0.38819,1.69307,0.21913,0.12943,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2459,5,B11,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.97619,4.083333,3.655867,5.517777,1.738095,1.559524,1.650259,1.751659,0,4.30829,0.82652,0.19184,0.38876,1.67488,0.08908,0.05318,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2460,5,B12,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,4.380952,4.702381,4.702381,4.196222,1.761905,1.75,1.7778,1.645529,0,4.49548,0.25052,0.05573,0.38568,1.73381,0.05994,0.03457,1,C,N,N,N,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2461,5,C01,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,4.285714,3.988095,4.226107,3.932267,2.333333,1.702381,2.270067,1.814256,0,4.10805,0.17396,0.04235,0.49415,2.03001,0.31808,0.15669,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2462,5,C02,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.595317,3.345238,3.319294,3.976832,1.940476,1.821429,1.751255,1.810346,0,3.55917,0.30499,0.08569,0.51441,1.83088,0.07929,0.04331,1,C,N,N,N,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2463,5,C03,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.357143,3.928571,3.970733,3.459394,1.678571,1.690476,1.635248,1.831051,0,3.67896,0.31581,0.08584,0.46449,1.70884,0.08486,0.04966,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2464,5,C04,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.869048,3.702381,4.017853,3.485392,1.452381,1.654762,1.406426,1.668112,0,3.76867,0.22863,0.06066,0.41007,1.54542,0.13538,0.0876,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2465,5,C05,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,4.166667,3.404762,3.595553,3.283384,1.630952,1.654762,1.624684,1.667517,0,3.61259,0.39109,0.10826,0.45521,1.64448,0.02009,0.01222,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2466,5,C06,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.22619,3.892857,4.252284,3.252528,1.97619,1.535714,1.801753,1.67874,0,3.65596,0.50305,0.1376,0.47815,1.7481,0.18692,0.10693,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2467,5,C07,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.904762,3.714286,3.831725,3.90625,1.547619,1.666667,1.465108,1.802147,0,3.83926,0.09028,0.02352,0.42206,1.62039,0.14673,0.09055,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2468,5,C08,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.309524,3.5,3.586674,3.320938,1.892857,1.571429,1.717961,1.8078,0,3.42928,0.13645,0.03979,0.50959,1.74751,0.1374,0.07863,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2469,5,C09,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,3.869066,3.392857,3.67888,3.342186,2.25,2.130952,2.23204,1.954159,0,3.57075,0.24804,0.06946,0.59981,2.14179,0.13562,0.06332,1,C,N,N,N,YOLK WAS SPLIT,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2470,5,C10,5,30,2016,4,UMR,DNS,CHAN,3683,151,24.6,442,2.702381,3.488095,2.847703,2.954396,1.428571,1.714286,1.696711,1.650259,2.878461,2.99814,0.34258,0.11426,0.54115,1.62246,0.13205,0.08139,6,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2471,5,C11,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.52381,3.464286,3.670839,3.574384,1.488095,1.642857,1.840778,1.498771,0,3.55833,0.08747,0.02458,0.4546,1.61763,0.16466,0.10179,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2472,5,C12,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.083333,3.75,3.801554,4.079288,1.738136,1.678571,1.676882,1.72734,0,3.92854,0.17766,0.04522,0.43406,1.70523,0.03207,0.01881,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2473,5,D01,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.547619,4.321429,4.478849,4.369567,1.642857,1.940476,1.832289,1.969869,0,4.42937,0.10273,0.02319,0.41685,1.84637,0.14801,0.08016,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2474,5,D02,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.071446,4.333333,3.893148,4.442965,1.738095,1.666667,1.692026,1.650259,0,4.18522,0.24941,0.05959,0.40303,1.68676,0.03829,0.0227,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2475,5,D03,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.880952,4.02381,3.774316,4.172071,1.452381,1.904762,1.667092,1.608906,0,3.96279,0.17296,0.04365,0.41846,1.65829,0.18767,0.11317,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2476,5,D04,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.047619,4.083333,3.810658,4.335687,1.607143,1.738095,1.850185,1.624858,0,4.06932,0.21488,0.05281,0.41901,1.70507,0.1128,0.06616,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2477,5,D05,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.440497,3.154762,3.307082,3.192896,1.690476,1.97619,1.683924,1.667092,0,3.27381,0.1286,0.03928,0.5359,1.75442,0.14817,0.08446,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2478,5,D06,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.059524,3.119048,3.119048,3.014045,1.940476,1.97619,1.835805,2.02916,0,3.07792,0.05099,0.01657,0.63205,1.94541,0.08165,0.04197,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2479,5,D07,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.476272,2.785714,2.943391,3.594548,1.785714,1.738136,1.640094,2.189247,0,3.19998,0.39559,0.12362,0.57447,1.8383,0.24169,0.13148,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2480,5,D08,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.928571,2.142857,3.701309,2.755355,1.666667,1.583333,1.719321,1.507963,0,3.13202,0.83245,0.26579,0.51702,1.61932,0.09298,0.05742,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2481,5,D09,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.190476,3.464286,4.504281,3.547559,1.630952,1.416667,1.570165,1.422656,0,3.92665,0.50357,0.12824,0.38458,1.51011,0.10738,0.07111,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2482,5,D10,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,2.571456,2.583333,2.477678,3.351016,1.52381,1.547619,1.483947,1.487667,0,2.74587,0.40619,0.14793,0.55019,1.51076,0.03045,0.02015,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2483,5,D11,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.666667,2.880952,3.763957,3.607163,1.761905,1.559524,1.615762,1.742696,0,3.47968,0.40435,0.1162,0.47992,1.66997,0.09811,0.05875,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2484,5,D12,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.690476,4.083351,3.367849,3.771856,2.035714,2.011905,1.96443,2.045576,0,3.72838,0.294,0.07886,0.54029,2.01441,0.03619,0.01797,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2485,5,E01,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.011905,3.261905,2.950172,3.293232,1.369048,1.357143,1.401024,1.415816,0,3.1293,0.17352,0.05545,0.44283,1.38576,0.02729,0.01969,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2486,5,E02,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.702458,4.202381,3.888358,3.911145,1.702381,1.761905,1.812224,1.86358,0,3.92609,0.20656,0.05261,0.45466,1.78502,0.06898,0.03864,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2487,5,E03,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.797619,5.369048,5.297833,5.132734,2.130952,1.97619,2.031672,2.105562,0,5.14931,0.2545,0.04942,0.40027,2.06109,0.07055,0.03423,1,C,N,N,Y,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2488,5,E04,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.880952,3.535714,3.367344,4.520817,1.857143,1.964286,1.879483,1.919364,0,3.82621,0.51004,0.1333,0.4979,1.90507,0.04713,0.02474,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2489,5,E05,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.095238,4.047619,4.142532,4.159007,1.892857,1.821429,1.966593,1.961398,0,4.1111,0.05021,0.01221,0.46473,1.91057,0.06827,0.03573,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2490,5,E06,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.75,3.880952,3.806137,3.764936,1.488095,1.404762,1.532157,1.397783,0,3.80051,0.05865,0.01543,0.38303,1.4557,0.06543,0.04495,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2491,5,E07,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.273826,4.02381,4.053654,4.254683,1.22619,1.619091,1.561159,1.485808,0,4.15149,0.13101,0.03156,0.35483,1.47306,0.17339,0.11771,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2492,5,E08,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.785714,4.297619,3.89273,4.368529,1.392857,1.5,1.692026,1.387096,0,4.08615,0.2899,0.07095,0.36538,1.49299,0.14248,0.09543,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2493,5,E09,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.619048,3.72619,3.53066,3.612482,1.321429,1.464286,1.347291,1.711348,0,3.6221,0.0802,0.02214,0.40338,1.46109,0.17804,0.12185,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2494,5,E10,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.809524,4.119048,4.107833,3.958186,1.547619,1.464286,1.72619,1.498488,0,3.99865,0.14586,0.03648,0.38992,1.55915,0.1165,0.07472,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2495,5,E11,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.202381,4.559524,4.405791,4.327328,1.261905,1.416667,1.518592,1.411455,0,4.37376,0.14951,0.03418,0.32058,1.40215,0.10571,0.07539,1,C,N,N,N,YOLK WAS SPLIT IN TWO,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2496,5,E12,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.630952,3.880952,3.622218,3.958723,1.809524,1.869048,1.718579,1.779553,0,3.77321,0.1723,0.04566,0.4755,1.79418,0.06264,0.03491,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2497,5,F01,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4,3.940476,4.000018,3.923337,1.678571,1.916667,2.070881,1.78496,0,3.96596,0.03994,0.01007,0.46969,1.86277,0.16951,0.091,1,C,N,N,Y,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2498,5,F02,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.345259,2.785714,2.874969,3.173842,1.380952,1.595238,1.459244,1.512092,3.243006,3.04495,0.26006,0.08541,0.48831,1.48688,0.09011,0.06061,7,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2499,5,F03,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.130952,4.214286,4.286194,4.448528,1.75,1.714286,1.448766,2.055081,0,4.26999,0.13487,0.03159,0.40797,1.74203,0.24822,0.14249,1,C,N,N,Y,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2500,5,F04,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.833407,3.797638,3.608537,3.999593,1.785714,1.464286,1.595993,1.775766,0,3.80979,0.16045,0.04212,0.43452,1.65544,0.15441,0.09327,1,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2501,5,F05,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.761905,3.988095,4.226643,3.858392,1.452381,1.428571,1.274477,1.641692,0,3.95876,0.2012,0.05082,0.36609,1.44928,0.15057,0.1039,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2502,5,F06,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.321429,4,3.182159,4.169336,1.5,1.714286,1.489999,1.730291,0,3.66823,0.48912,0.13334,0.43853,1.60864,0.13145,0.08172,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
