"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Embryo_to_Membrane_Ratio","Embryo_Ave","Embryo_SD","Embryo_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.19998,0.39559,0.12362,0.57447,1.8383,0.24169,0.13148,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.13202,0.83245,0.26579,0.51702,1.61932,0.09298,0.05742,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92665,0.50357,0.12824,0.38458,1.51011,0.10738,0.07111,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.74587,0.40619,0.14793,0.55019,1.51076,0.03045,0.02015,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.47968,0.40435,0.1162,0.47992,1.66997,0.09811,0.05875,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.72838,0.294,0.07886,0.54029,2.01441,0.03619,0.01797,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.1293,0.17352,0.05545,0.44283,1.38576,0.02729,0.01969,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92609,0.20656,0.05261,0.45466,1.78502,0.06898,0.03864,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,5.14931,0.2545,0.04942,0.40027,2.06109,0.07055,0.03423,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.82621,0.51004,0.1333,0.4979,1.90507,0.04713,0.02474,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.1111,0.05021,0.01221,0.46473,1.91057,0.06827,0.03573,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.80051,0.05865,0.01543,0.38303,1.4557,0.06543,0.04495,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.15149,0.13101,0.03156,0.35483,1.47306,0.17339,0.11771,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.08615,0.2899,0.07095,0.36538,1.49299,0.14248,0.09543,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.6221,0.0802,0.02214,0.40338,1.46109,0.17804,0.12185,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.99865,0.14586,0.03648,0.38992,1.55915,0.1165,0.07472,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.37376,0.14951,0.03418,0.32058,1.40215,0.10571,0.07539,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.77321,0.1723,0.04566,0.4755,1.79418,0.06264,0.03491,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96596,0.03994,0.01007,0.46969,1.86277,0.16951,0.091,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,3.243006,3.04495,0.26006,0.08541,0.48831,1.48688,0.09011,0.06061,"7","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.26999,0.13487,0.03159,0.40797,1.74203,0.24822,0.14249,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.80979,0.16045,0.04212,0.43452,1.65544,0.15441,0.09327,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.95876,0.2012,0.05082,0.36609,1.44928,0.15057,0.1039,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.66823,0.48912,0.13334,0.43853,1.60864,0.13145,0.08172,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.99459,0.04438,0.01482,0.55006,1.64722,0.16938,0.10283,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.88077,0.48655,0.12537,0.38184,1.48184,0.07559,0.05101,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.99796,0.13554,0.0339,0.42109,1.68352,0.11468,0.06812,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.00297,0.16955,0.04236,0.4184,1.67486,0.11338,0.0677,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.07257,0.22008,0.05404,0.42732,1.74028,0.27794,0.15971,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96776,0.22535,0.05679,0.38372,1.52251,0.14013,0.09204,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,7,200,28.3,484,0,1.49722,0.07039,0.04701,0.72646,1.08767,0.1232,0.11327,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,6,180,26.5,440,2.311941,1.38459,0.02997,0.02164,0.79266,1.09751,0.10272,0.09359,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.9239,0.0342,0.01777,0.61379,1.18088,0.10411,0.08816,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.5459,0.03212,0.02078,0.66397,1.02643,0.06169,0.06011,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,8,241,27.1,421,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,24.5,385,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.65981,0.1226,0.07386,0.63542,1.05467,0.06025,0.05713,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.42178,0.0182,0.0128,0.70722,1.00552,0.0527,0.05241,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.70606,0.02847,0.01669,0.67635,1.1539,0.06309,0.05468,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.62608,0.06926,0.04259,0.66868,1.08733,0.0307,0.02823,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,5,132,18.3,383,0,1.6542,0.02953,0.01785,1,1.6542,0.02953,0.01785,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNR","UMR",2016,5,131,28.1,553,0,1.77759,0.03191,0.01795,1,1.77759,0.03191,0.01795,"D","D","N","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPD","UMR",2016,5,132,18.4,404,2.824274,1.56747,0.04305,0.02746,0.78291,1.22719,0.0809,0.06592,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,140,18.5,468,0,1.95684,0.24499,0.1252,0.58641,1.14751,0.07643,0.06661,"1","C","N","N","N","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","MTH","IAR",2016,5,151,23.4,463,0,1.55043,0.01087,0.00701,0.74178,1.15007,0.07638,0.06642,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,4.4425,4.10921,0.20079,0.04886,0.33934,1.39443,0.37062,0.26579,"8","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.696628,3.8786,0.42804,0.11036,0.37919,1.47074,0.12584,0.08556,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.575462,4.36139,0.25095,0.05754,0.3671,1.60108,0.15999,0.09992,"8","C","N","N","N","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.61101,0.19172,0.05309,0.4555,1.64483,0.06902,0.04196,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.548086,3.788,0.23749,0.0627,0.37801,1.43192,0.33934,0.23698,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,1.68088,0.03663,0.02179,0.70674,1.18794,0.03556,0.02993,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.48968,0.35943,0.103,0.46121,1.60949,0.07499,0.04659,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.797752,3.25331,0.92388,0.28398,0.4433,1.44219,0.29531,0.20477,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.79741,0.19155,0.05044,0.38804,1.47356,0.19372,0.13146,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,140,18.5,468,0,1.76074,0.07073,0.04017,0.74161,1.30578,0.05208,0.03988,"1","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","MTH","SKK",2016,5,151,22,380,0,3.0991,0.39478,0.12739,0.53868,1.66943,0.0988,0.05918,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.63292,0.11355,0.03125,0.54296,1.97252,0.07944,0.04027,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07835,0.28449,0.09242,0.57474,1.76925,0.0895,0.05059,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.11497,0.13359,0.03246,0.42493,1.74856,0.1261,0.07212,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.84003,0.1827,0.04758,0.44622,1.71351,0.03761,0.02195,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.36401,0.34059,0.07805,0.43458,1.89649,0.05033,0.02654,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.06726,0.2553,0.08324,0.5353,1.64189,0.12186,0.07422,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.37625,0.27079,0.0802,0.51999,1.75561,0.10166,0.05791,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.32176,0.38528,0.08915,0.42162,1.82213,0.09494,0.05211,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.11338,0.42039,0.13503,0.40951,1.27497,0.05942,0.0466,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.68579,0.13849,0.03758,0.41122,1.51567,0.11154,0.07359,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.79082,0.24166,0.06375,0.45861,1.7385,0.15058,0.08661,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.66335,0.34206,0.09337,0.52243,1.91386,0.14559,0.07607,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.98985,0.14665,0.03676,0.43787,1.74702,0.06032,0.03453,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.02666,0.16501,0.04098,1,4.02666,0.16501,0.04098,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.77214,0.31827,0.08437,0.43363,1.63572,0.07005,0.04283,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.17865,0.22874,0.07196,0.54083,1.71911,0.11643,0.06773,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.28613,0.15026,0.04573,0.5768,1.89545,0.13568,0.07158,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.75281,0.11134,0.04045,1,2.75281,0.11134,0.04045,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.14273,0.22544,0.07173,0.47454,1.49136,0.10969,0.07355,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.7517,0.30936,0.08246,0.46376,1.73988,0.03148,0.01809,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.919,0.25701,0.06558,0.43096,1.68893,0.10168,0.06021,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.33947,0.51426,0.154,0.47053,1.57131,0.03061,0.01948,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.67171,0.20122,0.0548,0.46556,1.70942,0.11321,0.06623,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07373,0.20567,0.06691,0.56375,1.73281,0.16867,0.09734,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.56876,0.41453,0.11615,1,3.56876,0.41453,0.11615,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.72737,0.26616,0.07141,0.47335,1.76436,0.05532,0.03135,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.69126,0.26595,0.07205,0.49198,1.81603,0.13816,0.07608,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.67991,0.24691,0.0671,0.48606,1.78867,0.08184,0.04576,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,3.152629,3.39052,0.18432,0.05436,0.53063,1.7991,0.17028,0.09465,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.25753,0.59437,0.1396,0.44608,1.8992,0.06893,0.0363,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.34152,0.46,0.13766,0.45703,1.52719,0.05068,0.03318,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.90769,0.1265,0.04351,0.67453,1.96132,0.06137,0.03129,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.88382,0.36274,0.07427,0.41988,2.05062,0.11712,0.05711,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.0067,0.06194,0.01546,0.46555,1.8653,0.25501,0.13671,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.82436,0.17477,0.0457,0.41183,1.575,0.18472,0.11728,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.8449,0.45179,0.1175,0.38293,1.47234,0.05938,0.04033,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.90297,0.13197,0.03381,0.44414,1.73346,0.10118,0.05837,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.95336,0.04395,0.01112,0.35982,1.42248,0.0577,0.04056,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.21375,0.27849,0.06609,0.3765,1.58649,0.08816,0.05557,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.02631,0.10514,0.02611,0.40877,1.64584,0.15167,0.09215,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.54286,0.87811,0.24785,0.54773,1.94053,0.3327,0.17145,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.85569,0.40155,0.10414,0.44642,1.72127,0.16574,0.09629,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.84145,0.33583,0.06936,0.34656,1.67785,0.03449,0.02055,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.42021,0.17369,0.05078,0.46445,1.58852,0.13582,0.0855,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.47765,0.42958,0.17338,0.72251,1.79014,0.08573,0.04789,"6","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.72864,0.56394,0.15124,0.46133,1.72014,0.04907,0.02853,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.17294,0.19429,0.06123,0.4697,1.49033,0.08812,0.05913,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.57367,0.31757,0.08886,0.48889,1.74715,0.1112,0.06364,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.28402,0.43698,0.13306,0.438,1.43839,0.05726,0.03981,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.93288,0.107,0.02721,0.42881,1.68646,0.06732,0.03992,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.6235,0.26649,0.05764,0.39563,1.82919,0.12888,0.07045,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96898,0.05041,0.0127,0.3811,1.51258,0.09147,0.06047,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96857,0.40918,0.1031,0.41545,1.64874,0.09401,0.05702,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.66837,0.68242,0.18603,0.45386,1.66494,0.0725,0.04355,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.38904,0.1724,0.07216,0.56161,1.34171,0.12625,0.0941,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.0409,0.34593,0.11376,0.52827,1.6064,0.16841,0.10484,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.69364,0.22449,0.06078,0.40978,1.51357,0.12334,0.08149,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.79731,0.02345,0.00618,0.48164,1.82893,0.36151,0.19766,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.94364,0.01289,0.00327,0.45671,1.8011,0.24882,0.13815,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.97232,0.09366,0.02358,0.40869,1.62343,0.09421,0.05803,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.07667,0.2024,0.04965,0.39299,1.60211,0.16303,0.10176,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.86732,0.1355,0.03504,0.34792,1.34551,0.03201,0.02379,"6","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.89911,0.19086,0.04895,0.41475,1.61717,0.11311,0.06994,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.559,0.14799,0.04158,0.50653,1.80273,0.17563,0.09742,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.08216,0.73197,0.17931,0.3911,1.59652,0.02637,0.01652,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.34161,0.09042,0.02083,0.41073,1.78321,0.07736,0.04338,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.88655,0.44587,0.11472,0.38778,1.50711,0.13536,0.08981,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.34408,0.28593,0.0855,0.44054,1.47319,0.14906,0.10119,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.0719,0.24022,0.05899,0.45394,1.84842,0.37283,0.2017,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.02692,0.21986,0.0546,0.41462,1.66964,0.14205,0.08508,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.31572,0.21053,0.04878,0.40134,1.73205,0.05368,0.03099,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,1.89569,0.04247,0.0224,1,1.89569,0.04247,0.0224,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
